Epoch	Auc	Accuracy	loss
1	0.5085501963649574	0.7565295902600666	0.5686672562733293
2	0.5023232379538058	0.7600852616490125	0.5513194054365158
3	0.4990680358690178	0.7600852616490125	0.5514535061083734
4	0.4997459528327145	0.7600852616490125	0.5514373737387359
5	0.500615989021745	0.7600852616490125	0.5514172087423503
6	0.5016280425415103	0.7600852616490125	0.5513926078565419
7	0.5028282583047533	0.7600852616490125	0.5513616022653878
8	0.5042612606238175	0.7600852616490125	0.5513217151165009
9	0.5059821792807351	0.7600852616490125	0.5512696392834187
10	0.5080888132782885	0.7600852616490125	0.55120067903772
11	0.5107060240778676	0.7600852616490125	0.5511081190779805
12	0.5139986631972145	0.7600852616490125	0.5509819402359426
1	0.5164109164130544	0.7591326649568664	0.5523560303263366
2	0.5289406318109449	0.7591326649568664	0.5519224838353693
3	0.5387037063098861	0.7591326649568664	0.55157470703125
4	0.5502083880772344	0.7591326649568664	0.5510610919445753
5	0.562692098120292	0.7591326649568664	0.5502875079400837
6	0.5754547531014658	0.7591326649568664	0.5491093131713569
7	0.5886447728583647	0.7591326649568664	0.5473033017478883
8	0.6037839433009639	0.7591326649568664	0.5444876900874078
9	0.6232685447525634	0.7591326649568664	0.5399094456806779
10	0.6487969915679743	0.7591419911401259	0.5321956602856517
11	0.6797284914276501	0.760578223362089	0.5196380098350346
12	0.7116252334874444	0.7683655863837724	0.5022954414598644
13	0.7382237745933811	0.7780275122406155	0.4845820921473205
14	0.757527910788133	0.7842667288412217	0.47092998353764415
15	0.7700802110999698	0.7877360690137561	0.46192364301532507
16	0.777633372972558	0.7888738633714153	0.45636920584365726
17	0.7820966101881945	0.7902448123105619	0.45297623611986637
18	0.7847435302799192	0.7906271858242014	0.4508467549458146
19	0.7863655863200111	0.7907204476567965	0.4494519545696676
20	0.787394921736993	0.7908696665889485	0.4484960986301303
21	0.7880742724475192	0.7910002331545815	0.44781280122697353
22	0.7885416264511353	0.791196083003031	0.4473057705909014
23	0.7888704318696669	0.7912800186523665	0.44691717764362693
24	0.7891038811410322	0.791438563767778	0.4466109168715775
25	0.789278996694646	0.7915224994171135	0.44636374386027455
26	0.7894117120506587	0.791550477966892	0.4461600645445287
27	0.7895139250841554	0.7914758685008161	0.4459891626611352
28	0.789599103167026	0.7914851946840755	0.4458434241823852
29	0.7896706754559515	0.7915598041501516	0.4457173040136695
30	0.789731542154606	0.7915598041501516	0.44560670014470816
31	0.7897860540441771	0.791569130333411	0.44550844840705395
32	0.7898342403788107	0.7916250874329681	0.4454201622866094
33	0.7898773928598478	0.7915971088831896	0.4453399213962257
34	0.7899189772711109	0.7916344136162276	0.4452662141993642
35	0.7899583797512192	0.7916996968990441	0.4451978034339845
36	0.7899959323228335	0.7916903707157845	0.445133687928319
37	0.7900326046538544	0.7917183492655631	0.4450730117969215
38	0.790069585699355	0.7916903707157845	0.445015013217926
39	0.7901070274381901	0.7917183492655631	0.44495909800753
40	0.7901445065176824	0.791737001632082	0.4449046575464308
41	0.7901830458815751	0.791737001632082	0.44485118985176086
42	0.7902230729258006	0.7917183492655631	0.44479819014668465
43	0.7902644235417374	0.7916810445325251	0.44474517833441496
44	0.7903093807419377	0.7917836325483796	0.44469168968498707
45	0.7903570569128121	0.7918302634646771	0.4446371989324689
46	0.7904073944974235	0.7918675681977151	0.4445812338963151
47	0.7904612925256134	0.7919141991140126	0.4445232218131423
48	0.7905209576637496	0.7919608300303101	0.4444625163450837
49	0.7905857196827066	0.7919608300303101	0.4443984557874501
50	0.7906577999948442	0.7919701562135696	0.4443302247673273
51	0.7907374994659692	0.7919794823968291	0.4442568952217698
52	0.7908263031601899	0.7919981347633481	0.4441774021834135
53	0.7909264396250235	0.7920167871298671	0.44409049209207296
54	0.7910390014909179	0.7919794823968291	0.44399470230564475
55	0.7911673313413097	0.7921753322452786	0.44388842303305864
56	0.7913133102415473	0.7921939846117976	0.4437698544934392
57	0.7914805754570715	0.7921846584285381	0.44363722251728177
58	0.7916729761675	0.7922312893448357	0.4434889010153711
59	0.7918890365844288	0.7923245511774306	0.44332374073565006
60	0.7921322700593971	0.7923432035439496	0.4431412979029119
61	0.7924035554059672	0.7923711820937281	0.4429418914951384
62	0.792700841028527	0.7926043366752157	0.442726110573858
63	0.7930267581353136	0.7929307530892982	0.4424935537390411
64	0.7933825518113062	0.7930053625553742	0.4422411099076271
65	0.7937773315120492	0.7932012124038237	0.4419627492316067
66	0.7942212722099364	0.7933038004196783	0.4416541811078787
67	0.7946997347023825	0.7934063884355328	0.4413227438926697
68	0.795193479988618	0.7935089764513873	0.4409848968498409
69	0.7957100625355359	0.7934903240848683	0.4406334129162133
70	0.7963197695902011	0.7932571695033808	0.4402135177515447
71	0.797112663726451	0.7933690837024947	0.4396489579230547
72	0.7981656093795082	0.7935276288179063	0.43887253291904926
73	0.7995613563003169	0.7940498950804383	0.43782082479447126
74	0.8013984193702561	0.7942550711121473	0.43639662861824036
75	0.8038333099333466	0.7952809512706924	0.4344565737992525
76	0.8068587748641793	0.7966332478433201	0.43199338391423225
77	0.8097731475337185	0.7981067847983213	0.42962478706613183
78	0.8120003479331108	0.7985171368617393	0.4278390984982252
79	0.8140688305599533	0.799570995570063	0.4261892940849066
80	0.8155704689257741	0.8003357425973421	0.4250265150330961
81	0.8167251928433994	0.8008113779435766	0.42416443582624197
82	0.8178260322896338	0.8008859874096526	0.42331882333382964
83	0.8188062385798416	0.8010911634413617	0.42254726216197014
84	0.819584493989183	0.8012497085567731	0.4219262870028615
85	0.8201741781271115	0.8016880391699697	0.4214570401236415
86	0.8206021503425761	0.8018279319188623	0.42111591435968876
87	0.8208945740688345	0.8019678246677547	0.42088298685848713
88	0.8210702528242111	0.8018652366519002	0.4207472475245595
89	0.821130165314473	0.8021543483329447	0.4207039838656783
90	0.82108081452214	0.8018652366519002	0.4207472172565758
91	0.8209495052678264	0.8018465842853812	0.4208548995666206
92	0.8208044151703711	0.8019678246677547	0.4209677428007126
93	0.8207701911497176	0.8012776871065517	0.4209841233678162
94	0.820961263055986	0.8017813010025647	0.4208096000365913
95	0.8213832807447017	0.8021450221496852	0.4204427432268858
96	0.8219167790851158	0.8024900909302868	0.41998782381415367
97	0.8224213762323507	0.8025180694800653	0.41955444356426597
98	0.8228558324032489	0.8023595243646537	0.4191833958029747
99	0.823221931625017	0.8024714385637678	0.41887024603784084
100	0.8235308998787445	0.8025833527628818	0.41860350873321295
101	0.8237955445342552	0.8028444858941478	0.41837584786117077
102	0.824017376104386	0.8027885287945908	0.41818362940102816
103	0.8242009351655135	0.8026579622289578	0.41802549734711647
104	0.8243447737563481	0.8028538120774074	0.41790178092196584
105	0.8244470384008172	0.8030123571928188	0.4178144047036767
106	0.8245050063228294	0.8031522499417113	0.4177669268101454
107	0.8245105239401025	0.8033480997901609	0.41776450676843524
108	0.8244609426821831	0.8034227092562369	0.4178133560344577
109	0.8243499905078147	0.8034786663557939	0.41791822807863355
110	0.8241836661817223	0.8033947307064584	0.41807454638183117
111	0.8239940905179758	0.8032828165073443	0.4182502031326294
112	0.8238823299302657	0.8036092329214269	0.41836023749783635
113	0.8239689067418394	0.8033574259734204	0.41828375309705734
114	0.824304361413619	0.8034600139892749	0.4179799915291369
115	0.8247700324714262	0.8036092329214269	0.4175553061068058
116	0.8252269886478969	0.803777104220098	0.4171399069018662
117	0.8256213518932821	0.8040289111681045	0.41678394889459014
118	0.825957134544467	0.804187456283516	0.41648123413324356
119	0.8262518025155888	0.8041594777337374	0.4162162714637816
120	0.8265138540170356	0.8042434133830729	0.41597903333604336
121	0.8267506553853815	0.8044579155980415	0.41576396161690354
122	0.8269673061176717	0.804318022849149	0.4155676574446261
123	0.8271654913002628	0.8041781301002565	0.4153877361677587
124	0.8273489055176937	0.804355327582187	0.41522243339568377
125	0.8275147230097668	0.804373979948706	0.4150703218765557
126	0.8276673119198866	0.80467241781301	0.4149303715676069
127	0.8278078942626896	0.804914898577757	0.41480172984302044
128	0.8279358059928537	0.804877593844719	0.4146838169544935
129	0.8280512409488232	0.8049428771275355	0.41457624128088355
130	0.8281558706601557	0.8049522033107951	0.41447873087599874
131	0.8282502918638541	0.8049242247610165	0.4143912699073553
132	0.8283323609207757	0.8050174865936116	0.41431395430117846
133	0.8284025554107932	0.80504546514339	0.4142470904625952
134	0.8284621308837838	0.8051573793425041	0.4141911994665861
135	0.8285089817547773	0.8051107484262066	0.4141470454633236
136	0.8285390233839593	0.8051853578922826	0.4141157055273652
137	0.8285544015510204	0.8051014222429471	0.4140985910780728
138	0.8285533662396711	0.80504546514339	0.4140976816415787
139	0.8285303018431426	0.8052413149918396	0.4141156319528818
140	0.8284832076632793	0.8051014222429471	0.4141559498384595
141	0.828405097429562	0.8051573793425041	0.41422357177361846
142	0.8282885453457709	0.805250641175099	0.41432529129087925
143	0.8281258970528083	0.8052133364420611	0.41447075456380844
144	0.8279000127132333	0.8050081604103521	0.4146740077994764
145	0.8275874357346951	0.804579155980415	0.4149558241479099
146	0.8271531075209542	0.804448589414782	0.4153473898768425
147	0.8265462400211243	0.8044579155980415	0.4158949335105717
148	0.8256980686307451	0.8039356493355094	0.4166603749617934
