Epoch	Auc	Accuracy	loss
1	0.5000666994512772	0.6578253846807787	0.6459308188586008
2	0.5041338700505148	0.6600583751310607	0.6401369422674179
3	0.5137202393536724	0.6600583751310607	0.6399372851564771
4	0.5309166264261377	0.6600583751310607	0.639536283555485
5	0.5585529574118766	0.6600583751310607	0.6386090850546247
6	0.5901072607971002	0.6600583751310607	0.6362285195362001
7	0.616789454978163	0.6600583751310607	0.629496313276745
8	0.6553700667687965	0.6734789877865623	0.6102663342441831
9	0.6929818714184619	0.696177279038794	0.5852356858196712
10	0.7053443865119957	0.7039984131032333	0.5772449899287451
11	0.7103606027481354	0.7065431154184023	0.5741589871190843
12	0.7134159274795905	0.7077786279010456	0.572232526682672
13	0.7154024330766519	0.7082320269772451	0.5709320058425268
14	0.7167811266064266	0.7091444926180963	0.5700000169731322
15	0.7177988642859128	0.7096375641134631	0.5692994658436094
16	0.7185907234639506	0.71008529570121	0.5687506078254609
17	0.719235067755657	0.7102439853778798	0.568304772178332
18	0.7197771351177221	0.7106180396157443	0.5679319075175694
19	0.720243000087936	0.7108050667346766	0.5676130950450897
20	0.7206518654517421	0.7109920938536087	0.5673361739942006
21	0.7210137323870103	0.7113321431607583	0.56709295298372
22	0.721335161077786	0.7115418402335005	0.5668777674436569
23	0.721623337994042	0.7116835274448128	0.5666865507761637
24	0.7218821149731715	0.7118422171214827	0.5665163099765778
25	0.7221126530419204	0.7120632491711298	0.5663648410922005
26	0.7223182340101246	0.7120689166595823	0.5662305316045171
27	0.7224998623688361	0.7121085890787497	0.5661121330090931
28	0.7226585184881518	0.7122502762900621	0.5660086916316123
29	0.7227960775039265	0.7123296211283969	0.5659192598291806
30	0.7229149168691165	0.7121765989401797	0.5658426678606442
31	0.7230162945953171	0.712272946243872	0.5657770339222181
32	0.7231048076212365	0.712272946243872	0.5657193313042322
33	0.7231892953822426	0.7122332738247046	0.5656647671546254
34	0.723274539410347	0.7121992688939897	0.5656069559710366
35	0.7233743023209125	0.7121539289863696	0.5655389988706225
36	0.7234936945355313	0.7123976309898269	0.5654558723881131
37	0.7236381039025687	0.7125449856895917	0.5653566533610934
38	0.7237975001844874	0.7127036753662614	0.5652447892796426
39	0.7239672989682984	0.7127490152738813	0.5651258922048977
40	0.724139072377957	0.7127830202045964	0.5650051367424783
41	0.7243090657756464	0.7127376802969764	0.5648858366268021
42	0.7244748591209673	0.7128623650429312	0.5647695249035245
43	0.7246347733234543	0.7129927172773386	0.5646565730373064
44	0.7247903700896958	0.7131457394655558	0.564546769573575
45	0.7249416982342068	0.7132194168154382	0.5644396433518046
46	0.7250900687344782	0.7132704242115107	0.5643346692834582
47	0.7252359761774543	0.713389441469013	0.5642313272470519
48	0.725380341024509	0.7134404488650854	0.5641291365027428
49	0.7255228403268308	0.7134404488650854	0.5640276390172186
50	0.7256649628555384	0.7134971237496104	0.5639264133004915
51	0.7258065142114805	0.7136331434724702	0.5638250705032122
52	0.7259478574257678	0.7136671484031851	0.5637232778327805
53	0.7260907521829182	0.71372382328771	0.5636207088828087
54	0.7262344688419319	0.7138428405452124	0.5635170691779682
55	0.7263792775288764	0.7139335203604522	0.5634120951096216
56	0.7265255192295987	0.7140298676641447	0.5633055450660842
57	0.7266732726771867	0.7141658873870045	0.5631972097215199
58	0.7268231691678552	0.7141998923177194	0.5630869116811525
59	0.7269758560307389	0.7143132420867693	0.5629744770981017
60	0.7271304767214156	0.7143245770636742	0.5628597885370255
61	0.7272874512451222	0.7144605967865341	0.5627427083395776
62	0.7274468370054373	0.7145852815324889	0.562623164483479
63	0.7276096694856197	0.7146646263708237	0.5625010948805582
64	0.727774835328229	0.714851653489756	0.5623764424096971
