Epoch	Auc	Accuracy	loss
35	0.7245099381900726	0.712851599561406	0.5658011553542954
36	0.7246888301708997	0.7128743246390974	0.5656791034908522
37	0.7248653792680425	0.7128970497167887	0.565558753552891
38	0.7250387456869657	0.7130390814523597	0.5654397635232835
39	0.7252099949695581	0.7131924757267764	0.56532176867837
40	0.7253795543822291	0.7132038382656221	0.5652044408378147
41	0.7255487505861001	0.7132833760375419	0.5650874706251281
42	0.7257163017819444	0.7134140452342671	0.5649705238285518
43	0.7258839556425085	0.7134708579284955	0.5648533173260235
44	0.7260517182068942	0.7136810648971407	0.564735506262098
45	0.7262201202689591	0.7137606026690604	0.5646168057407651
46	0.7263892773624605	0.713737877591369	0.5644968868721099
47	0.7265604711428373	0.7138571842492486	0.5643754470206442
48	0.7267326530351989	0.7140162597930881	0.5642521590704009
49	0.7269069685995251	0.7141412477203907	0.5641267416732652
50	0.7270835532123345	0.7142889607253845	0.5639988787117458
1	0.7264656145923181	0.7143571331182111	0.5638107529708317
2	0.7264610868952797	0.7143798572921874	0.5638178572768257
3	0.7267724073142205	0.7144196245966459	0.5635707630288034
4	0.7270346275660446	0.7145673317274917	0.563367712710585
5	0.7272765746721246	0.7146695905103849	0.5631819651240394
6	0.7275104651757462	0.7148741080761715	0.5630040370992252
7	0.7277402469696932	0.7149706858155706	0.5628291914860407
8	0.7279676788223197	0.715084306685452	0.5626551920459384
9	0.7281953302781466	0.7152433759032859	0.5624808115618569
10	0.7284228890573934	0.7154535745125664	0.5623052098921367
11	0.7286523992254951	0.715663773121847	0.5621278846547717
12	0.7288834841759149	0.7158001181657047	0.5619484604824156
13	0.7291164848980256	0.7160671272099259	0.5617668887689
14	0.7293500801749337	0.7162943689496887	0.5615832216682888
15	0.7295864142318557	0.7164704812980048	0.5613976195454597
16	0.7298238170915081	0.7166295505158388	0.5612103782948994
17	0.7300622583893592	0.7168056628641549	0.561021802680833
18	0.7302991607379175	0.7170897150388583	0.5608323024851936
19	0.7305364024209092	0.7173055946916329	0.5606423304194496
20	0.7307725479587013	0.7173794482570559	0.5604523856725011
21	0.731006878316308	0.7175385174748898	0.5602629528868766
22	0.7312393951486675	0.7176635004317593	0.5600745724070639
23	0.7314689706508798	0.7178793800845339	0.5598877558395976
24	0.7316952882259327	0.7180327682588737	0.5597030073404312
25	0.7319173814614475	0.7181407080852611	0.5595208204218319
26	0.7321347727276597	0.7183622687815298	0.5593416105423655
27	0.7323470790860928	0.718379311912012	0.5591657711636453
28	0.73255464656289	0.71854406217334	0.5589936201771101
29	0.7327563682917255	0.7187201745216562	0.558825392808233
30	0.7329510212007795	0.7189303731309367	0.5586612469383648
31	0.7331397412257397	0.7190269508703359	0.5585012279805683
32	0.7333229664217444	0.7192769167840749	0.5583453114543643
33	0.7335003429916327	0.7192655546970868	0.5581933284799258
34	0.7336714074085979	0.7193734945234741	0.5580450158034053
35	0.7338365428269782	0.7194189428714266	0.5578999874137697
36	0.7339972303451577	0.719612098350225	0.5577577405742237
37	0.734154728796028	0.7197882106985412	0.5576176806574776
38	0.7343087485652771	0.7198393400899877	0.5574790959556898
39	0.7344598821929942	0.7198222969595055	0.5573412144467944
40	0.7346092828837946	0.7199927282643276	0.5572031888933409
41	0.734759192360384	0.720026814525292	0.557064118484656
42	0.7349094395164678	0.7201631595691497	0.5569230779295876
43	0.7350625604380188	0.7203392719174658	0.5567791036197117
44	0.7352202947536628	0.7204983411352998	0.5566312805527732
45	0.735382772771852	0.7207483070490388	0.556478735591684
46	0.7355524657481252	0.7208051174839795	0.55632070345538
47	0.7357302998006955	0.7209414625278371	0.556156609029997
48	0.7359154291838186	0.7209301004408489	0.5559860946876662
49	0.7361077787776579	0.7210664454847067	0.5558090720857892
50	0.7363084569595699	0.7211346180066355	0.5556257423900423
